y,x,nuclei_type,nuclei_area
9.494505494505495,402.38461538461536,tumor_epithelial,182
8.366197183098592,431.49295774647885,tumor_epithelial,142
12.940298507462686,319.3880597014925,tumor_epithelial,67
17.167689161554193,337.2290388548057,tumor_epithelial,489
17.596273291925467,155.73291925465838,tumor_epithelial,161
17.586956521739133,93.13043478260869,tumor_epithelial,138
18.88888888888889,214.01388888888889,tumor_epithelial,72
17.05,291.9875,tumor_epithelial,80
18.654205607476634,361.4299065420561,tumor_epithelial,107
21.68312757201646,200.74897119341563,tumor_epithelial,243
25.636085626911317,10.642201834862385,tumor_epithelial,327
25.904458598726116,167.30573248407643,tumor_epithelial,314
23.475524475524477,33.93006993006993,connective,143
27.52482269503546,458.9929078014184,tumor_epithelial,141
26.465346534653467,492.66336633663366,tumor_epithelial,103
34.0,182.79863481228668,tumor_epithelial,293
40.6793893129771,323.4961832061069,connective,262
38.3963963963964,129.21621621621622,tumor_epithelial,111
37.973684210526315,424.45394736842104,immune,152
42.58181818181818,503.24545454545455,tumor_epithelial,110
44.710743801652896,114.01652892561984,tumor_epithelial,121
51.161904761904765,235.2595238095238,tumor_epithelial,420
45.67099567099567,406.02597402597405,connective,231
49.06206896551724,170.3793103448276,tumor_epithelial,290
44.57971014492754,435.1449275362319,tumor_epithelial,69
49.006578947368425,445.6907894736842,tumor_epithelial,152
49.99183673469388,476.0571428571429,tumor_epithelial,245
49.43396226415094,139.69811320754718,necrotic,53
53.03932584269663,102.01123595505618,immune,178
52.235955056179776,185.8876404494382,tumor_epithelial,89
57.90548780487805,33.71341463414634,immune,328
55.3849765258216,217.1032863849765,tumor_epithelial,213
52.265306122448976,350.9795918367347,necrotic,49
59.7557251908397,290.8269720101781,tumor_epithelial,393
61.775862068965516,82.86206896551724,immune,58
62.5531914893617,132.9255319148936,immune,94
65.59310344827585,361.2896551724138,tumor_epithelial,145
70.43890274314214,309.20947630922694,tumor_epithelial,401
65.77124183006536,486.8692810457516,tumor_epithelial,153
65.79220779220779,71.18181818181819,immune,77
71.97868217054264,249.8081395348837,tumor_epithelial,516
72.76470588235294,273.6334841628959,tumor_epithelial,221
73.07777777777778,406.42962962962963,tumor_epithelial,270
74.66216216216216,475.1621621621622,tumor_epithelial,148
76.56,108.62,immune,100
77.928,449.28,connective,125
81.99547511312217,165.31221719457014,connective,221
80.77300613496932,187.01840490797545,tumor_epithelial,163
84.20175438596492,98.26315789473685,immune,114
83.67132867132867,144.4965034965035,immune,143
86.24460431654677,372.68345323741005,tumor_epithelial,139
85.08403361344537,503.5378151260504,tumor_epithelial,119
89.85585585585585,260.36486486486484,tumor_epithelial,222
92.65027322404372,427.2021857923497,connective,366
90.18852459016394,128.15573770491804,immune,122
93.95714285714286,273.3333333333333,tumor_epithelial,210
92.54545454545455,180.4318181818182,connective,44
95.73758865248227,203.41843971631207,tumor_epithelial,282
94.97041420118343,288.7100591715976,tumor_epithelial,169
97.78590078328982,304.54569190600523,tumor_epithelial,383
97.51388888888889,55.611111111111114,connective,71
100.11794871794872,334.44615384615383,tumor_epithelial,195
101.11363636363636,377.4409090909091,tumor_epithelial,220
102.58018867924528,449.8018867924528,connective,212
104.89041095890411,144.7945205479452,connective,146
109.31419939577039,65.36858006042296,tumor_epithelial,331
109.2871287128713,166.02970297029702,connective,101
109.92035398230088,11.035398230088495,necrotic,113
112.77272727272727,273.04545454545456,tumor_epithelial,110
114.92372881355932,134.16101694915255,immune,118
119.08775981524249,223.4203233256351,tumor_epithelial,433
119.2734375,322.2734375,tumor_epithelial,256
117.88235294117646,195.36470588235295,necrotic,85
124.2969696969697,371.93333333333334,tumor_epithelial,330
124.38983050847457,164.38135593220338,connective,118
122.53932584269663,261.1123595505618,immune,89
124.68067226890756,337.6890756302521,tumor_epithelial,119
128.010101010101,8.252525252525253,tumor_epithelial,199
125.91503267973856,244.80392156862746,connective,153
125.98648648648648,455.5067567567568,connective,148
125.84375,469.1171875,tumor_epithelial,128
126.94964028776978,145.86330935251797,connective,139
127.82962962962964,437.63703703703703,connective,135
131.6267281105991,484.10599078341016,tumor_epithelial,217
130.83471074380165,122.83471074380165,connective,121
134.68421052631578,183.67105263157896,connective,152
138.5235294117647,54.63529411764706,tumor_epithelial,170
136.37755102040816,213.5612244897959,immune,98
136.3072625698324,232.99441340782124,connective,179
138.66483516483515,262.489010989011,immune,182
144.05882352941177,337.6470588235294,tumor_epithelial,255
140.8095238095238,426.55555555555554,connective,63
140.609375,462.734375,immune,128
146.38235294117646,141.7941176470588,connective,238
146.62666666666667,46.89333333333333,tumor_epithelial,150
147.66666666666666,473.5520833333333,immune,96
149.79439252336448,30.766355140186917,connective,107
150.03053435114504,222.99236641221373,connective,131
150.82027649769586,283.80645161290323,connective,217
151.32618025751074,249.05150214592274,connective,233
150.6417910447761,356.8805970149254,tumor_epithelial,67
151.60162601626016,445.7073170731707,immune,123
151.7123287671233,62.61643835616438,necrotic,73
157.6772151898734,82.27215189873418,necrotic,158
155.49107142857142,121.76785714285714,tumor_epithelial,112
154.6451612903226,459.258064516129,tumor_epithelial,62
157.94666666666666,307.4533333333333,tumor_epithelial,150
161.31914893617022,401.92765957446807,connective,235
158.92307692307693,323.7802197802198,tumor_epithelial,91
165.51075268817203,294.47849462365593,connective,186
162.83798882681563,106.78212290502793,tumor_epithelial,179
162.44604316546761,189.41726618705036,connective,139
164.63841807909606,334.02259887005647,tumor_epithelial,177
165.94155844155844,364.3181818181818,tumor_epithelial,154
164.44615384615383,34.0,necrotic,65
169.36153846153846,352.7269230769231,tumor_epithelial,260
169.4788732394366,90.37323943661971,tumor_epithelial,142
174.26984126984127,319.4484126984127,tumor_epithelial,252
169.6142857142857,122.02857142857142,tumor_epithelial,70
171.56060606060606,266.18939393939394,immune,132
170.86666666666667,140.51111111111112,tumor_epithelial,45
175.7439024390244,24.646341463414636,necrotic,82
175.67123287671234,395.90410958904107,connective,73
177.7123745819398,111.32775919732441,tumor_epithelial,299
179.54098360655738,486.55737704918033,connective,183
179.6421052631579,32.85263157894737,immune,95
180.95238095238096,278.17857142857144,necrotic,84
184.69142857142856,134.9142857142857,tumor_epithelial,175
185.45833333333334,387.3988095238095,connective,336
183.22727272727272,430.65909090909093,connective,44
189.74418604651163,332.4108527131783,tumor_epithelial,129
186.82089552238807,440.7313432835821,connective,67
189.03355704697987,464.5704697986577,connective,149
189.8653846153846,347.2692307692308,tumor_epithelial,52
190.72602739726028,313.67123287671234,connective,146
194.82198952879583,68.01570680628272,tumor_epithelial,191
196.53,437.96,immune,100
204.02678571428572,304.30357142857144,connective,224
201.8045112781955,213.06766917293234,immune,133
204.68049792531122,85.49792531120332,tumor_epithelial,241
204.19753086419752,161.20987654320987,immune,81
204.7295081967213,353.6311475409836,necrotic,122
206.67080745341616,479.0372670807453,connective,161
205.69811320754718,501.72641509433964,immune,106
208.31896551724137,41.26724137931035,tumor_epithelial,232
207.23645320197045,127.45320197044335,tumor_epithelial,203
211.38064516129032,143.38064516129032,connective,155
209.1891891891892,445.5405405405405,immune,111
211.38392857142858,421.8482142857143,necrotic,112
212.97435897435898,108.03205128205128,tumor_epithelial,156
217.83461538461538,328.62692307692305,immune,260
213.5,363.1842105263158,immune,76
215.03488372093022,173.0,necrotic,86
214.9855072463768,397.57971014492756,necrotic,69
216.38983050847457,241.52542372881356,connective,177
217.9646017699115,221.858407079646,tumor_epithelial,113
216.3116883116883,279.85714285714283,immune,77
216.7843137254902,355.3529411764706,immune,51
216.85185185185185,377.9259259259259,immune,81
220.45205479452054,406.3424657534247,necrotic,73
223.37272727272727,32.518181818181816,tumor_epithelial,110
223.4402985074627,209.47761194029852,tumor_epithelial,134
228.55696202531647,303.4177215189873,connective,158
226.65432098765433,416.18518518518516,tumor_epithelial,81
226.89565217391305,384.62608695652176,necrotic,115
231.13025210084032,82.15546218487395,tumor_epithelial,238
231.56666666666666,144.75833333333333,tumor_epithelial,120
231.49664429530202,465.40939597315435,immune,149
233.12871287128712,263.980198019802,immune,101
233.4,288.8615384615385,tumor_epithelial,65
237.40571428571428,487.8857142857143,connective,175
240.66013071895424,43.66013071895425,tumor_epithelial,306
237.47872340425533,358.3404255319149,immune,94
238.30597014925374,374.63432835820896,tumor_epithelial,134
238.97297297297297,203.0810810810811,tumor_epithelial,74
241.9558823529412,334.1102941176471,immune,136
242.4778156996587,232.58703071672355,tumor_epithelial,293
244.33684210526314,417.70526315789476,tumor_epithelial,95
246.02450980392157,65.11764705882354,tumor_epithelial,204
248.58303886925796,18.848056537102472,tumor_epithelial,283
245.0857142857143,317.4142857142857,tumor_epithelial,70
246.26442307692307,444.44711538461536,connective,208
249.7736842105263,144.48947368421054,tumor_epithelial,190
248.37113402061857,164.53608247422682,necrotic,97
249.45454545454547,296.43636363636364,necrotic,55
249.81617647058823,402.2279411764706,tumor_epithelial,136
251.5483870967742,478.38709677419354,immune,93
252.91764705882352,208.72941176470587,necrotic,85
259.05743243243245,313.6993243243243,connective,296
255.9878048780488,386.1280487804878,tumor_epithelial,164
258.15714285714284,331.62142857142857,immune,280
256.9189189189189,221.36486486486487,immune,74
261.3394495412844,278.2110091743119,connective,109
260.6341463414634,183.45528455284554,tumor_epithelial,123
260.5321100917431,247.05504587155963,nontumor_epithelial,109
260.1354166666667,415.8229166666667,tumor_epithelial,96
261.5357142857143,485.2142857142857,immune,84
265.38461538461536,48.959276018099544,tumor_epithelial,221
262.68518518518516,212.55555555555554,necrotic,54
264.8030303030303,431.27272727272725,immune,66
265.1203703703704,83.96296296296296,necrotic,108
266.1592920353982,257.6637168141593,nontumor_epithelial,113
264.4810126582278,501.60759493670884,immune,79
265.48979591836735,293.55102040816325,tumor_epithelial,49
268.4460966542751,403.0483271375465,tumor_epithelial,269
270.5,198.42857142857142,connective,98
274.1673640167364,443.92468619246864,immune,239
273.6644736842105,486.1578947368421,immune,152
276.0808080808081,95.27272727272727,tumor_epithelial,99
278.46022727272725,168.7840909090909,immune,176
278.5705128205128,353.1474358974359,immune,156
279.1333333333333,305.29333333333335,necrotic,75
280.21487603305786,331.3636363636364,immune,121
279.55855855855856,424.7207207207207,immune,111
280.7263157894737,318.5473684210526,necrotic,95
284.8607594936709,43.426160337552744,tumor_epithelial,237
283.90291262135923,464.6019417475728,immune,103
283.962962962963,122.95061728395062,necrotic,81
288.0416666666667,390.7604166666667,tumor_epithelial,192
287.66279069767444,366.74418604651163,immune,86
288.13,277.14,immune,100
293.27329192546586,405.45962732919253,immune,161
289.8840579710145,105.59420289855072,tumor_epithelial,69
291.99661016949153,447.9084745762712,necrotic,295
290.716814159292,83.20353982300885,tumor_epithelial,113
291.5405405405405,130.75675675675674,necrotic,74
293.7473684210526,180.73684210526315,necrotic,95
293.86138613861385,261.5742574257426,connective,101
295.7787610619469,94.60176991150442,tumor_epithelial,113
297.97237569060775,432.16022099447514,tumor_epithelial,181
295.8955223880597,378.0,immune,67
300.05797101449275,355.85990338164254,tumor_epithelial,207
298.83673469387753,323.3775510204082,tumor_epithelial,98
300.22093023255815,282.1279069767442,necrotic,86
304.3446327683616,337.06779661016947,tumor_epithelial,177
309.4664634146341,42.08841463414634,tumor_epithelial,328
304.1509433962264,76.062893081761,tumor_epithelial,159
302.65,204.2875,immune,80
303.9142857142857,54.92857142857143,tumor_epithelial,70
307.325,167.275,necrotic,80
308.11764705882354,107.47058823529412,necrotic,85
309.2974683544304,220.3860759493671,immune,158
308.3057851239669,322.09090909090907,tumor_epithelial,121
308.54545454545456,242.8181818181818,immune,99
308.3258426966292,292.7865168539326,immune,89
309.6309523809524,412.5595238095238,immune,84
315.1906005221932,261.2297650130548,tumor_epithelial,383
310.1875,451.3375,immune,80
313.0144927536232,463.40579710144925,necrotic,69
314.1232876712329,278.09589041095893,immune,73
315.74418604651163,145.38372093023256,necrotic,86
316.56626506024094,210.3734939759036,immune,83
319.4125874125874,307.44055944055947,tumor_epithelial,147
317.340206185567,80.01030927835052,tumor_epithelial,97
319.231884057971,57.91304347826087,tumor_epithelial,69
318.2054794520548,294.90410958904107,necrotic,73
319.31875,329.98125,tumor_epithelial,160
324.0871212121212,191.6401515151515,tumor_epithelial,264
324.34,242.6,tumor_epithelial,100
323.33962264150944,412.4811320754717,immune,106
323.1311475409836,424.57377049180326,necrotic,61
324.55223880597015,156.55223880597015,necrotic,67
325.16326530612247,140.57142857142858,necrotic,49
326.6901408450704,493.11267605633805,necrotic,71
330.7808988764045,226.8314606741573,tumor_epithelial,178
330.8018018018018,7.693693693693693,tumor_epithelial,111
327.4457831325301,128.289156626506,necrotic,83
330.25925925925924,291.37654320987656,necrotic,162
332.6010638297872,112.24468085106383,necrotic,188
329.24050632911394,206.73417721518987,immune,79
332.0446927374302,364.3966480446927,tumor_epithelial,179
332.68518518518516,404.55555555555554,tumor_epithelial,54
335.10526315789474,176.07368421052632,tumor_epithelial,95
336.9948717948718,393.53333333333336,tumor_epithelial,195
336.8231707317073,442.5792682926829,tumor_epithelial,164
337.019801980198,240.8910891089109,immune,101
341.8412698412698,165.28571428571428,tumor_epithelial,126
338.953125,202.75,immune,64
341.0952380952381,216.96428571428572,immune,84
341.7008547008547,333.94871794871796,tumor_epithelial,117
342.35172413793106,490.57241379310346,necrotic,145
341.20353982300884,190.15929203539824,tumor_epithelial,113
341.5357142857143,461.1607142857143,necrotic,56
344.1813953488372,126.67906976744186,tumor_epithelial,215
345.11475409836066,88.70491803278688,tumor_epithelial,122
341.48214285714283,321.30357142857144,tumor_epithelial,112
344.67857142857144,73.48214285714286,necrotic,56
344.1818181818182,419.1727272727273,tumor_epithelial,110
347.56852791878174,11.598984771573605,tumor_epithelial,197
347.36686390532543,251.23668639053255,necrotic,169
347.88709677419354,310.9247311827957,tumor_epithelial,186
347.66279069767444,28.656976744186046,tumor_epithelial,172
345.6,233.52631578947367,immune,95
347.72131147540983,385.12295081967216,tumor_epithelial,122
346.7684210526316,265.2631578947368,necrotic,95
348.86486486486484,354.0135135135135,tumor_epithelial,148
347.0,59.96969696969697,tumor_epithelial,33
349.1219512195122,146.73170731707316,immune,82
350.42,193.4,tumor_epithelial,100
350.1525423728813,292.1525423728813,tumor_epithelial,59
351.716814159292,403.7787610619469,tumor_epithelial,113
350.34355828220856,436.42944785276075,immune,163
353.9424460431655,49.07194244604317,connective,139
352.3296703296703,167.4065934065934,tumor_epithelial,91
356.6818181818182,178.6931818181818,tumor_epithelial,176
357.31538461538463,330.3538461538462,tumor_epithelial,130
357.57246376811594,417.39130434782606,immune,138
357.3,492.7,necrotic,90
358.85781990521326,39.99052132701422,tumor_epithelial,211
358.741935483871,236.68817204301075,immune,93
360.2526315789474,119.89473684210526,necrotic,95
359.3766233766234,263.16883116883116,immune,77
361.6788990825688,281.3302752293578,immune,109
359.84761904761905,294.9047619047619,immune,105
363.0162601626016,143.260162601626,necrotic,123
365.6846473029046,17.08298755186722,tumor_epithelial,241
367.312925170068,224.4625850340136,nontumor_epithelial,147
364.4453781512605,401.2773109243698,tumor_epithelial,119
366.3720930232558,477.09302325581393,necrotic,86
365.7236842105263,81.77631578947368,immune,76
367.30927835051546,130.27835051546393,necrotic,97
368.22222222222223,436.5964912280702,immune,171
369.2926829268293,385.609756097561,immune,123
368.64864864864865,317.6756756756757,tumor_epithelial,37
372.0676328502415,183.1304347826087,tumor_epithelial,207
373.438202247191,150.7865168539326,tumor_epithelial,178
372.5104895104895,297.34965034965035,tumor_epithelial,143
372.9,332.72857142857146,immune,140
373.8695652173913,86.6376811594203,immune,69
375.1923076923077,206.84615384615384,tumor_epithelial,52
376.0325203252033,279.0487804878049,immune,123
378.51851851851853,406.77777777777777,tumor_epithelial,135
380.7903225806452,242.6451612903226,connective,62
382.3193277310924,345.30252100840335,immune,119
375.8775510204082,194.72448979591837,necrotic,196
382.71844660194176,357.79611650485435,immune,103
384.7529411764706,312.1058823529412,tumor_epithelial,170
384.2474226804124,424.6082474226804,immune,97
384.82608695652175,125.13043478260869,necrotic,69
389.241935483871,393.9516129032258,tumor_epithelial,124
388.76,148.984,immune,125
388.32323232323233,167.2828282828283,immune,99
391.36170212765956,26.21276595744681,tumor_epithelial,94
391.68695652173915,460.3391304347826,necrotic,115
391.98850574712645,199.8505747126437,immune,87
391.7894736842105,437.42857142857144,necrotic,133
392.2808988764045,328.1573033707865,immune,89
397.93798449612405,245.92248062015503,nontumor_epithelial,129
398.33561643835617,306.8150684931507,tumor_epithelial,146
398.3469387755102,340.38775510204084,tumor_epithelial,49
398.505376344086,420.35483870967744,immune,93
400.6608695652174,116.93478260869566,tumor_epithelial,230
398.86,468.12,necrotic,50
400.89156626506025,191.4578313253012,immune,83
400.6933333333333,173.02666666666667,necrotic,75
401.84158415841586,210.77227722772278,immune,101
401.4024390243902,17.01219512195122,immune,82
402.12280701754383,139.98245614035088,necrotic,57
403.9101796407186,224.31736526946108,immune,167
403.95,99.03333333333333,connective,120
404.8829787234043,361.32978723404256,connective,94
411.3245283018868,378.81509433962265,connective,265
408.0962962962963,47.23703703703704,connective,135
407.4299065420561,411.6542056074766,immune,107
408.5581395348837,276.3720930232558,immune,86
408.9,458.0923076923077,necrotic,130
410.06060606060606,285.77272727272725,immune,66
411.3424657534247,239.54794520547946,immune,73
411.50588235294117,337.81176470588235,immune,85
411.43859649122805,249.2982456140351,necrotic,57
411.6666666666667,143.72222222222223,necrotic,36
413.987012987013,153.72727272727272,tumor_epithelial,77
415.8780487804878,324.66341463414636,immune,205
415.76666666666665,402.6,immune,90
418.52542372881356,446.66101694915255,necrotic,118
417.29824561403507,226.87719298245614,tumor_epithelial,57
418.994708994709,364.5820105820106,connective,189
419.88461538461536,108.14423076923077,tumor_epithelial,104
419.36633663366337,202.4851485148515,immune,101
423.08988764044943,277.87640449438203,immune,89
424.80116959064327,309.1637426900585,immune,171
424.84158415841586,31.198019801980198,immune,101
428.6521739130435,483.0521739130435,necrotic,115
428.8217821782178,146.0,immune,101
430.48809523809524,340.125,immune,168
430.31297709923666,436.7557251908397,necrotic,131
429.3207547169811,426.20754716981133,tumor_epithelial,53
432.54022988505744,355.37931034482756,immune,87
436.5257731958763,174.1958762886598,connective,194
435.8695652173913,222.3695652173913,tumor_epithelial,46
438.81944444444446,468.38194444444446,tumor_epithelial,144
437.5,496.24285714285713,necrotic,70
439.05194805194805,305.64935064935065,necrotic,154
438.4074074074074,154.25925925925927,necrotic,54
438.6326530612245,213.91836734693877,necrotic,49
440.61607142857144,107.66071428571429,necrotic,112
441.3780487804878,97.35365853658537,necrotic,82
442.4230769230769,228.6025641025641,immune,78
441.55555555555554,241.68253968253967,necrotic,63
442.55,452.2375,immune,80
444.7628865979381,479.83505154639175,necrotic,97
447.0,265.93518518518516,necrotic,108
448.11475409836066,123.70491803278688,necrotic,61
447.8837209302326,378.93023255813955,immune,86
452.8942307692308,217.96153846153845,necrotic,104
452.9503546099291,237.1418439716312,necrotic,141
453.57575757575756,39.378787878787875,immune,132
454.3170731707317,150.2560975609756,immune,82
458.3622047244094,441.9212598425197,necrotic,127
458.31868131868134,397.7362637362637,immune,91
457.65060240963857,454.7469879518072,immune,83
459.6857142857143,61.84285714285714,tumor_epithelial,70
460.44897959183675,317.1530612244898,immune,98
460.7810218978102,93.4963503649635,tumor_epithelial,137
461.1617647058824,182.0735294117647,immune,68
464.16279069767444,291.1860465116279,necrotic,86
464.28985507246375,226.5072463768116,necrotic,69
464.7175572519084,463.63358778625957,immune,131
464.92753623188406,149.63768115942028,immune,69
467.4148148148148,413.9555555555556,necrotic,135
467.3068181818182,255.45454545454547,necrotic,88
467.02597402597405,327.012987012987,immune,77
467.7846153846154,160.66153846153847,immune,65
468.5,176.3548387096774,necrotic,62
469.83478260869566,343.82608695652175,immune,115
469.94736842105266,363.5052631578947,immune,95
472.3225806451613,101.96236559139786,tumor_epithelial,186
472.984496124031,60.06201550387597,immune,129
475.4,75.025,tumor_epithelial,160
475.32142857142856,129.60714285714286,necrotic,84
476.1032863849765,303.9530516431925,tumor_epithelial,213
475.65486725663715,211.27433628318585,immune,113
476.45522388059703,231.93283582089552,necrotic,134
479.67088607594934,272.32911392405066,necrotic,158
476.6756756756757,172.98648648648648,immune,74
481.0416666666667,425.60833333333335,necrotic,120
480.1774193548387,369.85483870967744,tumor_epithelial,62
482.28915662650604,149.40963855421685,immune,83
482.1304347826087,252.05434782608697,necrotic,92
483.3695652173913,198.91304347826087,immune,92
483.14736842105265,447.13684210526316,immune,95
482.95348837209303,471.3488372093023,necrotic,86
484.0181818181818,58.85454545454545,necrotic,55
485.54430379746833,94.82278481012658,necrotic,76
487.0894308943089,379.0650406504065,tumor_epithelial,123
486.91803278688525,49.34426229508197,immune,61
486.6764705882353,337.04411764705884,necrotic,68
486.75,348.2916666666667,necrotic,48
486.9019607843137,243.13725490196077,necrotic,51
490.16129032258067,396.21290322580643,tumor_epithelial,155
491.81944444444446,75.61111111111111,immune,72
493.1168831168831,326.7792207792208,immune,77
494.8454545454546,302.1545454545454,tumor_epithelial,110
498.4761904761905,22.122448979591837,nontumor_epithelial,147
496.77669902912623,35.262135922330096,nontumor_epithelial,103
496.29126213592235,464.1747572815534,necrotic,103
497.45238095238096,129.72619047619048,necrotic,84
497.37704918032784,340.6885245901639,necrotic,61
502.34841628959276,180.19004524886878,nontumor_epithelial,221
502.2911392405063,391.60759493670884,necrotic,79
505.1969696969697,261.43939393939394,necrotic,68
